from,to,distance
PZ,P3,0.5886225700735574
PZ,P4,0.5886225700735574
PZ,O1,0.8093252807122733
PZ,O2,0.8093252807122733
PZ,F7,1.6826281288508165
PZ,F8,1.6826281288508165
PZ,T3,1.4142067812028056
PZ,T4,1.4142067812028056
PZ,T5,1.08106609418666
PZ,T6,1.08106609418666
PZ,FZ,1.4142
PZ,CZ,0.7653631948297488
PZ,PZ,0.0
